City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,bonthe,7.5264,-12.505,79.12,83,84,6.78,SL,1681172901
295,carauari,-4.8828,-66.8958,74.52,94,92,0.56,BR,1681172901
296,brigantine,39.4101,-74.3646,53.04,61,0,11.5,US,1681172901
297,san agustin,20.5333,-103.4667,83.52,12,75,11.5,MX,1681172901
298,puerto baquerizo moreno,-0.9,-89.6,81.07,70,57,2.51,EC,1681172902
299,kot kapura,30.5833,74.9,71.89,27,75,2.86,IN,1681172902
300,conde,-7.2597,-34.9075,78.26,89,0,4.61,BR,1681172902
301,sur,22.5667,59.5289,80.56,55,15,6.04,OM,1681172902
302,artyom,40.4723,50.333,53.74,78,100,8.68,AZ,1681172904
303,san quintin,30.4833,-115.95,62.15,73,2,13.13,MX,1681172904
304,moose factory,51.2585,-80.6094,50.0,49,0,8.05,CA,1681172904
305,yulara,-25.2406,130.9889,83.17,25,100,14.9,AU,1681172905
306,hervey bay,-25.2986,152.8535,77.02,44,15,9.98,AU,1681172905
307,baraki barak,33.9675,68.9486,54.39,51,29,0.56,AF,1681172905
308,los llanos de aridane,28.6585,-17.9182,65.95,64,0,13.8,ES,1681172905
309,hare bay,48.8499,-54.0148,34.95,96,20,4.16,CA,1681172906
310,emerald,-23.5333,148.1667,77.34,33,1,7.99,AU,1681172790
311,ust-maya,60.4167,134.5333,9.75,83,37,3.78,RU,1681172907
312,chingirlau,51.095,54.0814,42.24,50,0,5.75,KZ,1681172907
313,norman wells,65.282,-126.8329,26.64,80,100,18.41,CA,1681172907
314,keffi,8.8486,7.8736,83.86,56,99,1.52,NG,1681172907
315,labuhan,-6.8844,112.2051,78.55,81,97,5.97,ID,1681172908
316,marquette,46.5333,-87.6335,50.77,54,99,5.86,US,1681172652
317,manzil salim,35.8567,8.4765,44.53,53,1,2.71,TN,1681172908
318,iraan,30.914,-101.8979,82.15,16,13,3.0,US,1681172909
319,keti bandar,24.1447,67.4497,76.6,69,15,10.49,PK,1681172910
320,cayenne,4.9333,-52.3333,77.04,88,20,0.0,GF,1681172910
321,rondonopolis,-16.4708,-54.6356,74.57,88,96,2.15,BR,1681172910
322,snezhnogorsk,69.1933,33.2531,29.98,98,100,9.06,RU,1681172910
323,kaeo,-35.1,173.7833,71.33,89,43,12.97,NZ,1681172911
324,chicaman,15.4,-90.7667,67.32,50,81,4.18,GT,1681172911
325,muroto,33.2833,134.15,64.06,74,62,10.63,JP,1681172911
326,teguldet,57.3064,88.1667,32.38,91,99,13.56,RU,1681172913
327,pombal,-6.7703,-37.8017,78.03,63,34,6.93,BR,1681172913
328,tandalti,13.0167,31.8667,84.65,14,98,11.21,SD,1681172913
329,beringovskiy,63.05,179.3167,10.31,78,98,20.96,RU,1681172914
330,atar,20.5169,-13.0499,79.79,29,60,3.13,MR,1681172914
331,kruisfontein,-34.0033,24.7314,58.89,70,24,23.69,ZA,1681172914
332,riachao,-7.3619,-46.6172,73.08,92,96,2.51,BR,1681172915
333,taseyevo,57.2169,94.8978,35.28,76,100,10.67,RU,1681172915
334,caravelas,-17.7125,-39.2481,75.43,89,83,14.45,BR,1681172916
335,harper,4.375,-7.7169,80.26,81,100,3.6,LR,1681172916
336,cabo san lucas,22.8909,-109.9124,86.31,38,75,6.91,MX,1681172772
337,palatka,29.6486,-81.6376,64.36,92,42,1.99,US,1681172916
338,viedma,-40.8135,-62.9967,55.78,70,100,11.88,AR,1681172916
339,darhan,49.4867,105.9228,21.58,45,0,7.54,MN,1681172917
340,marion,39.7684,-86.1555,66.52,34,75,3.44,US,1681172917
341,laguna de perlas,12.3429,-83.6712,79.0,71,7,10.85,NI,1681172917
342,touros,-5.1989,-35.4608,78.4,81,32,10.29,BR,1681172714
343,urcos,-13.6861,-71.6228,57.09,90,60,5.95,PE,1681172918
344,tonekabon,36.8163,50.8738,57.15,71,81,1.19,IR,1681172918
345,pokhara,28.2333,83.9833,66.2,25,1,7.56,NP,1681172918
346,seoul,37.5683,126.9778,62.17,67,75,23.02,KR,1681172918
347,daru,-9.0763,143.2092,83.43,74,91,2.55,PG,1681172919
348,putatan,5.9258,116.0609,80.62,83,20,5.01,MY,1681172919
349,sitrah,26.1547,50.6206,75.94,73,0,10.36,BH,1681172919
350,ancud,-41.8697,-73.8203,57.13,97,96,8.88,CL,1681172920
351,saint-augustin,51.226,-58.6502,34.3,84,98,12.35,CA,1681172920
352,biak,-0.9131,122.8766,81.36,71,68,0.89,ID,1681172921
353,clyde river,70.4692,-68.5914,-7.37,71,0,4.61,CA,1681172921
354,namatanai,-3.6667,152.4333,82.26,75,100,1.95,PG,1681172921
355,ishcherskaya,43.7153,45.1264,48.81,79,39,8.7,RU,1681172921
356,palauig,15.435,119.9045,81.54,70,85,0.56,PH,1681172922
357,xuanwu,32.069,118.8138,69.75,73,6,5.82,CN,1681172922
358,ahipara,-35.1667,173.1667,69.48,74,82,14.27,NZ,1681172922
359,ndjole,-0.1783,10.7649,74.86,99,100,1.57,GA,1681172922
360,kalga,50.9251,118.898,24.49,73,100,21.07,RU,1681172922
361,gigmoto,13.7796,124.39,78.33,79,100,14.72,PH,1681172923
362,celestun,20.8667,-90.4,78.85,67,95,15.66,MX,1681172923
363,never,46.9896,3.159,53.35,95,100,11.65,FR,1681172923
364,carutapera,-1.195,-46.02,76.17,92,89,1.25,BR,1681172923
365,mlyniv,50.509,25.6168,40.93,94,7,6.06,UA,1681172923
366,jinxiang,27.4327,120.6062,65.39,78,59,3.89,CN,1681172924
367,bubaque,11.2833,-15.8333,76.1,74,48,13.06,GW,1681172924
368,mtsensk,53.2766,36.5733,43.61,60,2,5.08,RU,1681172924
369,mandalgovi,45.7625,106.2708,23.27,30,0,9.75,MN,1681172924
370,juegang,32.3174,121.1855,70.99,76,20,8.01,CN,1681172925
371,sinnamary,5.3833,-52.95,77.67,87,97,8.79,GF,1681172925
372,poronaysk,49.2167,143.1167,36.09,67,9,4.41,RU,1681172925
373,geraldton,-28.7667,114.6,68.41,64,75,11.5,AU,1681172925
374,strezhevoy,60.7333,77.5889,10.44,92,100,15.82,RU,1681172925
375,sao felix do xingu,-6.6447,-51.995,74.12,97,83,0.76,BR,1681172925
376,duma,34.7653,108.135,54.84,34,49,4.16,CN,1681172926
377,awbari,26.5921,12.7805,60.57,21,26,6.69,LY,1681172926
378,catalina,32.5056,-110.9211,94.51,8,0,1.99,US,1681172926
379,ilhabela,-23.7781,-45.3581,70.11,79,27,4.68,BR,1681172634
380,high level,58.5169,-117.136,51.91,24,75,13.8,CA,1681172710
381,morehead,37.2711,-87.1764,65.95,46,0,0.0,US,1681172926
382,ayan,56.45,138.1667,22.08,63,12,4.07,RU,1681172927
383,eyl,7.9803,49.8164,80.58,78,38,9.8,SO,1681172927
384,strelka,58.0728,93.0344,34.93,80,100,11.95,RU,1681172927
385,firovo,57.4814,33.7021,38.88,82,7,2.06,RU,1681172927
386,querendaro,19.8667,-100.9167,77.04,38,75,11.5,MX,1681172927
387,skara,58.3866,13.4384,43.83,62,100,11.01,SE,1681172927
388,ukrayinka,47.9167,35.35,50.07,71,100,15.03,UA,1681172927
389,leningradskiy,69.3833,178.4167,-0.98,83,81,5.73,RU,1681172927
390,iqaluit,63.7506,-68.5145,2.93,78,75,0.0,CA,1681172928
391,constitucion,-35.3333,-72.4167,58.69,97,100,6.49,CL,1681172928
392,beidao,34.5686,105.8933,55.13,43,18,3.51,CN,1681172928
393,tucupita,9.0622,-62.051,79.99,68,95,7.02,VE,1681172929
394,verkhozim,52.7122,45.418,41.65,51,0,4.12,RU,1681172929
395,kaspiyskiy,45.3929,47.3707,51.35,76,95,15.01,RU,1681172929
396,areosa,41.7178,-8.8571,55.76,95,71,5.95,PT,1681172929
397,lusambo,-4.9667,23.45,68.7,98,96,0.74,CD,1681172929
398,ganzhou,28.8184,115.4327,69.17,78,6,1.21,CN,1681172929
399,abu kamal,34.4506,40.9171,68.72,50,98,10.11,SY,1681172929
400,chimbote,-9.0853,-78.5783,78.87,78,68,8.01,PE,1681172929
401,horsham,51.064,-0.3272,48.25,77,0,9.22,GB,1681172930
402,vazante,-17.9869,-46.9078,72.7,76,99,3.4,BR,1681172930
403,stadskanaal,52.9833,6.95,46.94,91,91,5.99,NL,1681172930
404,barrow,71.2906,-156.7887,1.42,71,100,11.5,US,1681172931
405,odweyne,9.4092,45.064,74.82,52,78,10.65,SO,1681172931
406,kautokeino,69.0125,23.0412,23.04,99,97,1.43,NO,1681172931
407,broome,42.2506,-75.833,54.09,44,3,1.01,US,1681172931
408,taybad,34.74,60.7756,59.38,53,22,7.31,IR,1681172932
409,tarko-sale,64.9225,77.785,-10.37,92,100,13.65,RU,1681172932
410,ishigaki,24.3448,124.1572,73.53,68,75,6.91,JP,1681172932
411,wukari,7.85,9.7833,83.93,65,100,9.28,NG,1681172933
412,davila,18.4726,120.5763,80.58,71,91,7.85,PH,1681172933
413,sault sainte marie,46.5168,-84.3333,52.36,44,0,8.05,CA,1681172681
414,bisira,8.5196,-81.7115,60.53,88,90,6.33,PA,1681172933
415,rimbey,52.6334,-114.2353,44.62,69,94,7.4,CA,1681172933
416,motygino,58.1831,94.7592,33.42,93,100,11.74,RU,1681172934
417,iskateley,67.6803,53.1512,31.98,98,100,14.47,RU,1681172934
418,fort nelson,58.8053,-122.7002,47.79,27,75,19.57,CA,1681172905
419,joshimath,30.5667,79.5667,48.13,39,5,8.66,IN,1681172934
420,kieta,-6.2167,155.6333,85.15,68,100,7.52,PG,1681172934
421,sri aman,1.2376,111.4621,77.05,100,20,0.0,MY,1681172934
422,lima,-12.0432,-77.0282,77.9,78,0,16.11,PE,1681172638
423,bodmin,50.4715,-4.7243,48.16,81,40,18.41,GB,1681172935
424,opuwo,-18.0607,13.84,68.94,42,42,2.98,NA,1681172935
425,port augusta,-32.5,137.7667,75.36,31,24,14.83,AU,1681172935
426,minas de barroteran,27.6333,-101.2833,75.06,58,86,10.11,MX,1681172935
427,general bravo,25.8,-99.1667,75.97,70,78,9.46,MX,1681172935
428,lesnoy,57.6198,63.0784,25.39,64,31,6.04,RU,1681172935
429,benicarlo,40.4165,0.4271,67.89,79,86,2.8,ES,1681172935
430,jvari,42.7169,42.052,55.65,66,24,9.53,GE,1681172936
431,totness,5.8833,-56.3167,78.53,85,56,10.27,SR,1681172936
432,pisco,-13.7,-76.2167,73.45,83,0,17.27,PE,1681172684
433,la ronge,55.1001,-105.2842,53.85,16,20,11.5,CA,1681172936
434,ekhabi,53.5102,142.9671,28.78,50,2,5.57,RU,1681172936
435,pevek,69.7008,170.3133,-12.64,94,92,4.88,RU,1681172936
436,ambon,-3.6954,128.1814,84.34,79,20,3.44,ID,1681172936
437,luwuk,-0.9516,122.7875,83.53,72,66,0.22,ID,1681172937
438,comodoro rivadavia,-45.8667,-67.5,49.86,66,0,3.44,AR,1681172716
439,valparaiso,-33.0393,-71.6273,64.0,67,75,9.22,CL,1681172937
440,santa maria da vitoria,-13.3947,-44.1886,75.92,75,78,2.35,BR,1681172937
441,rovinj,45.08,13.64,47.28,67,67,4.25,HR,1681172937
442,slave lake,55.2834,-114.769,42.78,45,40,13.8,CA,1681172937
443,lisakovsk,52.5369,62.4936,35.42,83,35,7.4,KZ,1681172937
444,melilla,35.2937,-2.9383,68.38,40,0,1.14,ES,1681172937
445,tezu,27.9167,96.1667,70.12,51,25,3.87,IN,1681172938
446,kushmurun,52.4503,64.6311,35.2,86,51,10.8,KZ,1681172938
447,alpena,45.0617,-83.4327,66.52,21,0,8.05,US,1681172938
448,ambunti,-4.2365,142.8448,78.44,89,100,0.56,PG,1681172938
449,rangapara,26.8167,92.65,69.08,60,1,5.59,IN,1681172938
450,wajima,37.4,136.9,66.88,52,0,14.97,JP,1681172938
451,rajpura,30.4831,76.595,70.12,25,34,4.97,IN,1681172938
452,qinggang,46.6833,126.0833,41.16,48,100,9.93,CN,1681172939
453,hasaki,35.7333,140.8333,68.4,64,0,18.05,JP,1681172871
454,bussolengo,45.4692,10.8506,53.51,73,0,2.3,IT,1681172939
455,yinchuan,38.4681,106.2731,47.28,12,92,5.17,CN,1681172939
456,ailigandi,9.2333,-78.0167,79.38,87,44,12.1,PA,1681172939
457,cabedelo,-6.9811,-34.8339,79.47,75,100,8.97,BR,1681172939
458,ust-ishim,57.6935,71.1665,20.89,65,31,9.53,RU,1681172939
459,baoqing,46.3317,132.2111,56.91,57,99,20.83,CN,1681172939
460,dubbo,-32.25,148.6167,60.93,48,40,12.66,AU,1681172939
461,okha,53.5739,142.9478,27.97,54,6,5.14,RU,1681172940
462,maniitsoq,65.4167,-52.9,33.15,65,6,14.07,GL,1681172940
463,belyy yar,53.6039,91.3903,28.29,74,0,2.24,RU,1681172940
464,shache,38.4167,77.2406,54.72,27,28,10.04,CN,1681172940
465,roebourne,-20.7833,117.1333,82.09,34,97,10.45,AU,1681172940
466,stryn,61.9045,6.7226,50.88,81,100,8.52,NO,1681172940
467,aklavik,68.2191,-135.0107,11.64,86,100,13.42,CA,1681172940
468,santo antonio do monte,-20.0872,-45.2936,63.81,90,73,7.76,BR,1681172940
469,lompoc,34.6391,-120.4579,78.01,72,20,11.5,US,1681172941
470,tottori,35.5,134.2333,68.07,45,20,8.05,JP,1681172848
471,vanderhoof,54.0166,-124.0198,43.61,57,87,5.12,CA,1681172720
472,seydi,39.4816,62.9137,60.66,46,28,6.08,TM,1681172941
473,baculin,7.4525,126.5842,82.53,71,89,5.95,PH,1681172942
474,kloulklubed,7.0419,134.2556,82.9,77,100,16.37,PW,1681172942
475,san cristobal,7.7669,-72.225,73.58,91,83,2.98,VE,1681172942
476,tilichiki,60.4667,166.1,10.06,93,100,15.41,RU,1681172943
477,san andres,12.5847,-81.7006,82.42,69,40,9.22,CO,1681172943
478,bellevue,47.6104,-122.2007,48.04,91,100,4.61,US,1681172789
479,malatya,38.5,38.0,48.25,100,75,5.75,TR,1681172944
480,ambilobe,-13.2,49.05,72.28,95,39,2.17,MG,1681172945
481,lakes entrance,-37.8811,147.981,60.17,68,95,11.23,AU,1681172947
482,konstantinovka,49.6167,127.9833,44.04,44,74,7.72,RU,1681172947
483,christchurch,-43.5333,172.6333,62.91,62,84,3.0,NZ,1681172923
484,santo tomas,14.1079,121.1414,82.56,69,92,6.69,PH,1681172949
485,vidim,56.4088,103.1106,19.67,86,100,9.91,RU,1681172949
486,nhulunbuy,-12.2333,136.7667,84.81,74,40,6.91,AU,1681172718
487,stodolishche,54.1859,32.6492,43.79,78,9,3.65,RU,1681172950
488,ono,34.85,134.9333,64.9,66,18,7.74,JP,1681172951
489,grenada,37.1882,-3.6067,63.68,34,0,2.3,ES,1681172827
490,zagare,56.3592,23.25,44.83,87,23,4.59,LT,1681172952
491,porto torres,40.835,8.3972,44.78,74,79,3.42,IT,1681172954
492,pimentel,-6.8367,-79.9342,80.89,74,75,14.97,PE,1681172955
493,katangli,51.7102,143.2326,29.86,73,13,3.76,RU,1681172955
494,gimli,50.6336,-96.9907,50.02,53,100,10.36,CA,1681172659
495,kavos,38.8268,22.8322,49.96,82,100,6.6,GR,1681172956
496,kismayo,-0.3582,42.5454,81.23,74,80,8.9,SO,1681172956
497,rio grande,-32.035,-52.0986,71.71,82,68,10.83,BR,1681172957
498,boyuibe,-20.4167,-63.2833,69.48,71,59,0.89,BO,1681172957
499,tsuyama,35.05,134.0,59.83,65,1,4.41,JP,1681172958
500,majene,-3.5403,118.9707,80.4,80,40,2.66,ID,1681172958
501,san carlos,9.6612,-68.5827,85.98,51,99,1.72,VE,1681172682
502,nizhnyaya salda,58.0776,60.7202,24.3,68,48,3.24,RU,1681172959
503,villa union,23.2,-106.2333,78.76,50,75,10.36,MX,1681172960
504,prainha,-1.8,-53.48,75.51,95,70,2.66,BR,1681172961
505,dicabisagan,17.0818,122.4157,76.14,81,99,6.53,PH,1681172962
506,cognac,45.5,-0.25,55.0,94,100,10.36,FR,1681172962
507,taoudenni,22.6783,-3.9836,78.48,9,84,13.53,ML,1681172963
508,nova odesa,47.3078,31.7851,51.64,63,100,16.22,UA,1681172963
509,loralai,30.3705,68.598,63.32,34,9,4.03,PK,1681172963
510,bayan,46.0833,127.4,45.05,44,100,14.47,CN,1681172964
511,kologriv,58.8275,44.3178,32.67,85,41,2.68,RU,1681172964
512,mount gambier,-37.8333,140.7667,58.24,69,91,5.23,AU,1681172965
513,kokoda,-8.8785,147.7407,85.55,63,100,3.67,PG,1681172965
514,port hedland,-20.3167,118.5667,87.85,30,92,10.36,AU,1681172966
515,vysokogornyy,50.1167,139.15,43.27,48,87,5.66,RU,1681172966
516,sabang,5.8933,95.3214,82.58,72,81,7.72,ID,1681172967
517,poum,-20.2333,164.0167,80.73,68,1,4.88,NC,1681172968
518,cockburn town,21.4612,-71.1419,78.53,79,13,9.78,TC,1681172968
519,ormara,25.2088,64.6357,76.64,77,50,4.34,PK,1681172968
520,smidovich,48.6,133.8167,51.51,65,100,11.9,RU,1681172969
521,tczew,54.0924,18.7779,47.68,91,17,6.42,PL,1681172969
522,paamiut,61.994,-49.6678,33.21,85,90,4.85,GL,1681172969
523,ippy,6.2679,21.2247,73.4,87,100,5.37,CF,1681172970
524,port macquarie,-31.4333,152.9167,66.88,43,0,3.98,AU,1681172971
525,airai,-8.9266,125.4092,68.18,77,71,2.04,TL,1681172972
526,morondava,-20.2833,44.2833,77.36,81,0,2.71,MG,1681172974
527,leshukonskoye,64.8989,45.7622,30.36,94,100,7.81,RU,1681172974
528,brae,60.3964,-1.353,43.18,92,64,0.6,GB,1681172975
529,henties bay,-22.116,14.2845,56.86,79,0,4.0,NA,1681172975
530,srednekolymsk,67.45,153.6833,2.88,79,71,7.99,RU,1681172976
531,piacabucu,-10.4056,-36.4344,78.26,82,100,6.29,BR,1681172976
532,pasighat,28.0667,95.3333,68.63,66,43,4.76,IN,1681172976
533,paso de los toros,-32.8167,-56.5167,68.95,56,49,5.93,UY,1681172977
534,hobyo,5.3505,48.5268,82.27,76,82,14.34,SO,1681172977
535,kondinskoye,59.6481,67.41,15.91,70,14,12.53,RU,1681172978
536,hanyang,32.1371,105.5126,63.23,70,73,3.06,CN,1681172978
537,salamiyah,35.0113,37.0532,62.22,69,91,8.1,SY,1681172978
538,mount isa,-20.7333,139.5,83.97,20,77,9.22,AU,1681172980
539,kuruman,-27.4524,23.4325,45.99,25,0,8.57,ZA,1681172981
540,nome,64.5011,-165.4064,-0.83,60,0,3.44,US,1681172981
541,takoradi,4.8845,-1.7554,80.22,83,100,6.2,GH,1681172981
542,san rafael del sur,11.8485,-86.4384,86.97,38,39,10.2,NI,1681172982
543,anchorage,61.2181,-149.9003,28.58,77,100,1.99,US,1681172745
544,la romana,18.4273,-68.9728,79.16,89,40,0.0,DO,1681172983
545,susanville,40.4163,-120.653,71.44,26,75,17.27,US,1681172983
546,olafsvik,64.8945,-23.7142,39.61,89,100,8.77,IS,1681172983
547,sao jose da coroa grande,-8.8978,-35.1478,78.46,79,78,5.64,BR,1681172985
548,omsukchan,62.5333,155.8,11.46,80,100,13.29,RU,1681172986
549,erice,38.037,12.5865,48.67,93,20,4.61,IT,1681172986
550,katsuura,35.1333,140.3,64.54,68,1,20.67,JP,1681172889
551,port keats,-14.25,129.55,80.64,83,74,11.95,AU,1681172988
552,ugoofaaru,5.6667,73.0,83.52,70,8,7.85,MV,1681172989
553,krasnyy kholm,58.0607,37.1203,39.36,69,69,2.26,RU,1681172990
554,porbandar,21.6422,69.6093,76.1,67,100,9.57,IN,1681172991
555,dillon,34.4166,-79.3712,58.1,62,94,7.36,US,1681172915
556,jalu,29.0331,21.5482,56.32,65,67,9.1,LY,1681172992
557,patti,31.2808,74.8572,62.67,32,18,2.48,IN,1681172992
558,bambanglipuro,-7.95,110.2833,77.99,85,99,5.53,ID,1681172993
559,ashqelon,31.6693,34.5715,66.81,81,38,14.61,IL,1681172993
560,chapais,49.7834,-74.8492,40.78,99,100,7.11,CA,1681172993
561,uzyn,49.8262,30.4149,46.54,75,94,8.34,UA,1681172994
562,shadegan,30.6497,48.6647,73.35,53,99,10.69,IR,1681172994
563,pringsewu,-5.3582,104.9744,73.54,89,100,2.35,ID,1681172994
564,bahia blanca,-38.7196,-62.2724,59.83,79,91,4.0,AR,1681172986
565,solyanka,46.3889,48.0176,46.35,66,0,11.18,RU,1681172994
566,hami,42.8,93.45,49.33,22,51,7.54,CN,1681172995
567,sitka,57.0531,-135.33,44.49,49,100,11.5,US,1681172995
568,carupano,10.6678,-63.2585,77.04,88,24,11.95,VE,1681172995
569,nizhniy kuranakh,58.8353,125.4869,18.03,91,100,12.21,RU,1681172996
570,zhangzhou,24.5133,117.6556,69.73,74,68,2.55,CN,1681172996
571,suntar,62.1444,117.6319,10.6,93,100,0.29,RU,1681172996
572,corby,52.4964,-0.6894,43.93,81,42,17.27,GB,1681172997
573,minsk,53.9,27.5667,37.15,79,59,4.05,BY,1681172829
574,san carlos de bariloche,-41.1456,-71.3082,47.95,93,75,4.61,AR,1681172936
575,auki,-8.7676,160.7034,77.02,91,100,3.76,SB,1681172997
576,mariental,-24.6333,17.9667,54.66,16,0,12.57,NA,1681172998
577,praia da vitoria,38.7333,-27.0667,62.85,82,40,10.76,PT,1681172998
578,nchelenge,-9.3451,28.734,69.42,90,100,7.38,ZM,1681172998
579,kaduna,10.5222,7.4383,80.76,48,89,3.58,NG,1681172999
580,alappuzha,9.49,76.3264,78.96,87,10,6.71,IN,1681172999
581,dudinka,69.4058,86.1778,-21.39,98,75,7.78,RU,1681172999
582,zhigansk,66.7697,123.3711,-3.66,82,99,4.32,RU,1681173001
583,alofi,-19.0595,-169.9187,84.09,65,40,14.97,NU,1681173002
584,asau,46.4333,26.4,42.28,92,100,6.02,RO,1681173006
585,carson city,39.1638,-119.7674,73.74,34,0,16.11,US,1681173008
586,talcahuano,-36.7167,-73.1167,60.48,94,100,6.91,CL,1681172715
587,huron,41.1501,-82.5499,62.04,46,100,1.39,US,1681173011
